Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Banca de Talentos S.R.L.,712040,"Santa Cruz de la Sierra, Bolivia",Banca y Finanzas ,No Declarado ,25 Enero 2019,24 Febrero 2019,cajerosede santa cruz requisitos estudiante de ultimos semestres egresado formacion a nivel tecnico o licenciatura en areas financieras economicas yo administrativas experiencia de en cargos similares al menos 1 ano  conocimientos de microsoft office  es importante capacidad de realizar registros contables capacidad de facturar servicios y efectuar pagos y cobranzas capacidad de realizar registros de compra y venta capacidad de realizar archivo de la documentacion competencias solicitadas sentido de compromiso y proactividad gestion de resultados y motivacion por logro capacidad de coordinacion y comunicacion atencion al detalle y calidad en el trabajo agilidad interpersonal y organizacional las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/712040/Cajero(a)---Santa-Cruz.html?searchId=1546400657&page=1
Banca de Talentos S.R.L.,712037,"La Paz, Bolivia",Banca y Finanzas ,No Declarado ,25 Enero 2019,24 Febrero 2019,cajerosede la paz requisitos  estudiante de ultimos semestres egresado formacion a nivel tecnico o licenciatura en areas financieras economicas yo administrativas experiencia de en cargos similares al menos 1 ano  conocimientos de microsoft office  es importante capacidad de realizar registros contables capacidad de facturar servicios y efectuar pagos y cobranzas capacidad de realizar registros de compra y venta capacidad de realizar archivo de la documentacion competencias solicitadas sentido de compromiso y proactividad gestion de resultados y motivacion por logro capacidad de coordinacion y comunicacion atencion al detalle y calidad en el trabajo agilidad interpersonal y organizacional las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/712037/Cajero(a)---La-Paz.html?searchId=1546400657&page=1
BPO Center - Hola,711978,"Tarija, Bolivia","Atención al Cliente,Marketing y Ventas ",No Declarado ,25 Enero 2019,24 Febrero 2019,nuestro cliente importante empresa en el rubro de telecomunicaciones requiere contratar personal para incorporar a su equipo de trabajo asesor de tiendasede yacuibala persona sera responsable de atender y dar soluciones integrales a los requerimientos de los clientesvisitantes de la tienda con el fin de garantizar el logro de los objetivos de captacion rentabilizacion y experiencia del cliente optimizando tiempos de atencion y resolucion convirtiendo su visita en una experiencia positivalos requisitos de la posicion son formacion en carreras comerciales administrativas yo tecnologicas ventas atencion al cliente atencion de reclamos etc conocimiento del funcionamiento de redes sociales equipos celulares y aplicaciones conocimiento de estrategias de ventas manejo de objeciones etcestamos interesados en personas con orientacion de ventas servicio al cliente administracion por objetivos habilidad de negociacion relacion interpersonal comunicacion predisposicion al aprendizaje las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asesor(a) de Tienda - Yacuiba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711978/Asesor(a)-de-Tienda---Yacuiba.html?searchId=1546400657&page=1
COMERCIAL WALLET S.A.,711496,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,25 Enero 2019,24 Febrero 2019,asistente de marketingrequisitos de formacion y experiencia  ingeniero comercial marketing diseno grafico experiencia laboral minima de 1 ano en cargos similares  conocimientos tecnicos  manejo de microsoft office nivel intermedio solidos conocimientos en herramientas de diseno grafico photoshop iilustrator indesign etc  conocimientos en brandig  conocimiento en manejo de redes sociales principales responsabilidades  realizar disenos para campanas  manejo de redes sociales  fiscalizar que se respete y ejecute las politicas de marca dentro de la empresa  participacion y ejecucion en eventos ferias y activaciones  generar base de datos de clientes  informes y reportes a jefatura de marketing habilidades y competencias  responsabilidad en funciones asignadas  proactividad en la labor de sus funciones  creatividad en disenos respetando politicas de marketing  trabajo en equipo con tolerancia al trabajo bajo presion ofrecemos  buen ambiente laboral  oportunidad de crecimiento laboral  sueldo fijo mas bonos por objetivos  oportunidad de pertenecer a una empresa en crecimientolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Marketing,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711496/Asistente-de-Marketing.html?searchId=1546400657&page=1
Azzorti S.R.L.,711764,"Santa Cruz de la Sierra, Bolivia",Contabilidad y Economía ,No Declarado ,25 Enero 2019,24 Febrero 2019,azzorti srl importante empresa internacional de venta directa por catalogo requiere para su area comercial el siguiente personal asistente contable requisitos tecnico mediosuperior o en los ultimos semestres de licenciatura en contaduria auditoria financiera o ramas afines experiencia laboral minima comprobada de 1 a 2 anos en cargos similares manejo de excel a nivel intermedio word y powerpoint experiencia en manejo de sistemas contables principales funciones levantamiento y codificacion de activos fijos registro en el sistema contable de cuentas por pagar facturas de proveedores pagos de comisiones entre otros competencias analitico proactivo comunicacion asertiva trabajo en equipo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente Contable,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711764/Asistente-Contable.html?searchId=1546400657&page=1
Impulse,710853,"Cochabamba, Bolivia",Contabilidad y Economía ,Negociable ,25 Enero 2019,24 Febrero 2019,empresa lider en la comercializacion de marcas internacionales requiere incorporar a su equipo de trabajo a unasistente de contabilidad objetivos principales apoyar en las operaciones de contabilidad y financieras para asegurar a la gerencia una informacion completa oportuna y veraz para la toma de decisiones ejecutar otras tareas relacionadas con el area contable para el logro de metas propuestasrequisitos titulo profesional con registro en el colegio no excluyente experiencia en el manejo de caja y bancos experiencia en el area contable no excluyente conocimiento de normas contables y tributarias  predisposicion de aprender la aplicacion de las normas tributarias vigentes y conexas predisposicion para aprender los tramites de aportes afps cns ministerio de trabajo y otros predisposicion para aprender sistemas contables computarizados responsable con iniciativa y con altos valores eticos trabajo en equipo y bajo presion disponibilidad inmediatalos interesados favor enviar su hoja de vida indicando su pretension salarial por trabajopolisbo,Asistente de Contabilidad,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/710853/Asistente-de-Contabilidad.html?searchId=1546400657&page=1
Impulse,710839,"Cochabamba, Bolivia",Contabilidad y Economía ,Negociable ,25 Enero 2019,24 Febrero 2019,empresa lider en la comercializacion de marcas internacionales requiere incorporar a su equipo de trabajo a un sub contador objetivos principales verificar y registrar las operaciones de contabilidad y financieras para asegurar a la gerencia una informacion completa oportuna y veraz para la toma de decisiones ejecutar otras tareas relacionadas con el area contable para el logro de metas propuestas requisitos titulo profesional de contador publico  auditor registro en el colegio respectivo con preferencia experiencia acreditada de 3 anos o mas en el area contable conocimiento de normas contables y tributarias vigentes declaraciones juradas bancarizacion facilito y otras conexas manejo de aportes afps cns planillas de sueldo ministerio de trabajo y otros relacionados conocimiento y manejo de sistemas contables computarizados responsable con iniciativa y con altos valores eticos trabajo en equipo y bajo presion disponibilidad inmediata los interesados favor enviar su hoja de vida indicando su pretension salarial por trabajopolisbo,Sub Contador(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/710839/Sub-Contador(a).html?searchId=1546400657&page=1
Living Room Muebles,711261,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,De Bs. 3.000 a Bs. 3.999 ,25 Enero 2019,24 Febrero 2019,living room importadora de muebles requiereresponsable administrativo de ventas requisitos administrador con habilidad y experiencia en el area de ventas disponibilidad de tiempo completo facilidad de palabra experiencia minima de 1 ano en el area de ventas se valoraran positivamente manejo de programas como photoshop illustrator etc se valorara positivamente el manejo de sistema delta buen manejo en microsoft excel word etc actitud colaborativa conocimientos generales en contabilidad liderazgoofrecemos oportunidad de iniciar y desarrollar una carrera exitosa buen ambiente laboral capacitacion permanentelas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae con fotografia adjunta indicando su pretension salarial por trabajopolisbo,Responsable Administrativo(a) de Ventas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711261/Responsable-Administrativo(a)-de-Ventas.html?searchId=1546400657&page=1
Empresa de Bebidas,711281,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,personal de ventas  nocturnosede santa cruz perfil del cargo estudiante o profesional en ing comercial y ramas afines experiencia minima 2 anos vehiculo indispensable para ambos cargos se ofrece salario fijo y variable de acuerdo a resultados estabilidad laboral buen ambiente de trabajo perspectiva de desarrollo personal y profesional las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Personal de Ventas - Nocturno - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711281/Personal-de-Ventas---Nocturno---Santa-Cruz.html?searchId=1546400657&page=1
DIGICORP LTDA.,712007,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Logística y Almacén ",No Declarado ,25 Enero 2019,24 Febrero 2019,empresa lider en el rubro de la tecnologia a nivel nacional desea incorporar a su equipo de trabajo talentos de primer nivel para ocupar la posicion de analista de comprasmision del cargocoordinar controlar y ejecutar la planificacion de analisis de compras en funcion a la demanda e historicos de movimiento de los productos de importacion de manera precisa en fechas y cantidades necesarias con el objetivo de un inventario optimo en los almacenes a nivel nacionalrequisitos profesional en administracion de empresas ingenieria industrial ingenieria comercial yo ramas afines experiencia de 3 anos como analista de compras o en posiciones similares experiencia en analisis de informacion solidos conocimientos de los procesos de analisis de compras conocimiento del idioma ingles nivel intermedio  manejo de excel nivel intermedio  avanzado valoramos proactividad planificacion y organizacion atencion al detalle orientacion a resultados compromiso trabajo en equipo y bajo presionofrecemos desarrollo profesional estabilidad laboral buen ambiente de trabajolas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Analista de Compras,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/712007/Analista-de-Compras.html?searchId=1546400657&page=1
LUÁ S.R.L.,712005,"Santa Cruz de la Sierra, Bolivia",Ingeniería ,No Declarado ,25 Enero 2019,24 Febrero 2019,nuestro cliente una importante empresa del rubro industrial requiere contratar un profesional para ocupar el cargo deingeniero industrialmision del cargo controlar el stock de insumos y productos terminados ejecutar el proceso y circuito de produccion realizar el analisis del flujo sobre el material interno que fluya en la empresa controlar y medir el rendimiento del personal en cada sector de forma objetivarequisitos licenciado o egresado de la carrera ing industrial o ramas afines experiencia de 1 a 2 anos en cargos similares manejo de office las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ingeniero(a) Industrial,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/712005/Ingeniero(a)-Industrial.html?searchId=1546400657&page=1
Universidad Privada Franz Tamayo,711989,"Santa Cruz de la Sierra, Bolivia","Sociales y Humanidades,Turismo y Hotelería ",No Declarado ,25 Enero 2019,24 Febrero 2019,director de centro de idiomassede santa cruzrequisitos y competencias licenciatura en linguistica idiomas o ramas afines diploma en educacion superior experiencia de 4 anos en cargos similares experiencia docente en ensenanza del idioma ingles minima de 3 anos capacidad de organizacion y planificacion dominio de herramientas ofimaticas microsoft office  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Director(a) de Centro de Idiomas - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711989/Director(a)-de-Centro-de-Idiomas---Santa-Cruz.html?searchId=1546400657&page=1
Aplicar S.R.L.,711969,"Santa Cruz de la Sierra, Bolivia",Agricultura y Campo ,No Declarado ,25 Enero 2019,24 Febrero 2019,encargado de almacentrabajo en campoobjetivo del cargoella encargado de almacen es el responsable organizar coordinar las actividades del almacen desde la recepcion almacenaje y distribucion de los materiales a su cargodebe tener conocimiento de control de inventario control de combustible  repuestos para maquinaria agricolalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargado(a) de Almacén,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711969/Encargado(a)-de-Almacén.html?searchId=1546400657&page=1
Dicotel SRL,711941,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,dicotel distribuidor autorizado de viva en santa cruz requiere incorporar en su equipo de trabajodistribuidoresrequisitos contar con motocicleta propia conocimiento de la mancha urbana de santa cruz experiencia en venta de productos masivos manejo de cartera de cliente actitud positiva cumplimiento de metas disponibilidad inmediatalas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Distribuidores(as) - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711941/Distribuidores(as)---Santa-Cruz.html?searchId=1546400657&page=1
BIMTEC SRL,697771,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Contabilidad y Economía ",De Bs. 3.000 a Bs. 3.999 ,25 Enero 2019,24 Febrero 2019,bimtec srl empresa con presencia internacional requiere para liderar el rapido crecimiento de nuestra empresa un  auxiliar contablebase santa cruz objetivo del cargocontribuir en los procesos operativos del area contable con el objetivo de obtener las consolidaciones y estados financieros en fechas requeridas con informacion oportuna y veridica  funciones principales preparar y enviar facturas notas de credito y pedidos de compra procesar recibos de la empresa facturas de ventas y pagos de clientes y proveedores supervisar las cuentas por pagar haciendo un seguimiento de los saldos pendientes mantener registros financieros exactos conciliar estados de cuenta bancarios preparar balances y declaraciones de perdidas y ganancias crear informes financieros regulares requisitos licenciado en contaduria auditoria o ramas afines experiencia en el area contable de al menos 3 anos buen manejo de excel disposicion para trabajo por objetivos ofrecemos remuneracion fija mas variable oportunidad de crecimiento profesional buen clima laboral si cumples con el perfil postulate enviando tu cv indicando tu pretension salarial a traves de trabajopolisbo,Auxiliar Contable - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/697771/Auxiliar-Contable---Santa-Cruz.html?searchId=1546400657&page=1
Human Value S.R.L.,711971,"La Paz, Bolivia",Logística y Almacén ,De Bs. 8.000 a Bs. 8.999 ,25 Enero 2019,24 Febrero 2019,supervisor de logisticarequisitos profesional de ingenieria industrial administracion de empresas o carreras afines experiencia de mas de 3 anos en cargos similares en empresas industriales de masivos operadoras logisticas de distribucion aduanas disponibilidad completa para trabajo en horarios rotativos de lunes a sabadocompetencias  orden estructura claridad de prioridades liderazgofunciones supervisar las operaciones diarias de su turno viendo la salida de productos por linea almacenamiento en bodega de producto terminado responsable de entrega de producto terminado a distribuidores velar por el cumplimiento de horarios en la distribucionlas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Supervisor(a) de Logística,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711971/Supervisor(a)-de-Logística.html?searchId=1546400657&page=1
Importante Empresa Importadora del Área Médica,696941,"La Paz, Bolivia","Marketing y Ventas,Medicina y Salud ",No Declarado ,25 Enero 2019,24 Febrero 2019,somos un grupo lider en la distribucion de productos de traumatologia del sector medico y pretendemos formar nuestro equipo de trabajo con los mejores profesionales del area y para ello demandamos personal para el siguiente cargo instrumentador quirurgico para el area de ventassede la paz formacion academicaformacion a nivel tecnico o licenciatura de las carreras del area medica enfermeria biomedico o ramas afines conocimientos en instrumentacion quirurgica visita medica conocimiento en comercializacion de productos area medica conocimiento del mercado experiencia en el area de ventas  competencias excelentes relaciones interpersonales y capacidad de fidelizacion de clientes elevada orientacion a resultados facilidad de palabra y persuasion dinamismo e iniciativa compromiso lealtad y organizacion  se ofrecesueldo fijo mas comisiones  los postulantes que cumplan con las condiciones antes detalladas deberan hacer llegar la siguiente documentacion y postularse mediante la pagina de trabajopolisbo documentacion carta de solicitud de trabajo en la cual se incluya la pretension salarial  curriculum vitae detallando referencias profesionales del postulante  fotografia actualizada nota debe contar con garantia,Instrumentador(a) Quirúrgico(a) para el Área de Ventas - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/696941/Instrumentador(a)-Quirúrgico(a)-para-el-Área-de-Ventas---La-Paz.html?searchId=1546400657&page=1
Agencia Despachante Universal Ltda.,711416,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,25 Enero 2019,24 Febrero 2019,asistente de alistado de planillas  requisitos educacionbachiller en humanidades formacionconocimientos sobre documentos aduaneros  experiencianinguna   habilidades  trabajo en equipo disciplina orden responsabilidad facil captacion de asignaciones orales y escritas proactividad puntualidad   las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Alistado de Planillas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711416/Asistente-de-Alistado-de-Planillas.html?searchId=1546400657&page=1
Agencia Despachante Universal Ltda.,711419,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,25 Enero 2019,24 Febrero 2019,asistente de alistado de carpetas  requisitos  educacion bachiller en humanidades estudios en comercio exterior formacion conocimiento sobre manejo de documentacion conocimientos basicos sobre tramites aduaneros  experiencianinguna   habilidades  orden responsabilidad disciplina puntualidad facilidad de captacion de instrucciones diligencia facilidad de trabajo bajo presion las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Alistado de Carpetas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711419/Asistente-de-Alistado-de-Carpetas.html?searchId=1546400657&page=1
Agencia Despachante Universal Ltda.,711422,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,25 Enero 2019,24 Febrero 2019,liquidador requisitos  educacion licenciatura en ramas administrativas yo tecnico en comercio exterior  formacion conocimiento en   normativa aduanera liquidacion de tributos aduaneros incoterms acuerdos comerciales valoracion aduanera clasificacion arancelaria manejo de microsoft excel manejo del sistema sidunea y suma elaboracion de davdam elaboracion de sicoin  experiencia un  ano en cargo similar  habilidades  disciplina responsabilidad sentido de orden honestidad respeto compromiso institucional trabajo bajo presion   las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Liquidador(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711422/Liquidador(a).html?searchId=1546400657&page=1
Agencia Despachante Universal Ltda.,711427,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,25 Enero 2019,24 Febrero 2019,asistente de archivo  requisitos  educacion  bachiller en humanidades estudiante universitario   formacion  conocimientos basicos en documentacion aduanera conocimientos en manejo de excel y escaneo  experiencia minimo 3 meses de capacitacion y practica   habilidades  orden responsabilidad disciplina respeto compromiso institucional trabajo en equipo  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Archivo,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711427/Asistente-de-Archivo.html?searchId=1546400657&page=1
Univida S.A.,711863,"Tarija, Bolivia",Administración y Oficina ,No Declarado ,25 Enero 2019,24 Febrero 2019,auxiliar comercialsede tarijaref 112019ndeg vacantes 1plazo indefinidoobjetivo del cargorealizar la atencion integral de clientes actuales y potenciales con el fin de garantizar el crecimiento sostenible y el cumplimiento de metas brindando una atencion de calidad basada en los lineamientos y normativas vigentesformacionminimo egresado a nivel tecnico superior en carreras de administracion de empresas ingenieria comercial yo similares conocimientos conocimientos de la ley 1883 conocimiento del codigo de comercio conocimiento de office nivel basico conocimiento de ventas yo atencion al clientecompetencias requeridas comunicacion efectiva e interpersonal orientacion a resultados trabajo en equipo adaptabilidad creatividad e innovacionse ofrece buen ambiente de trabajo estabilidad laboral capacitacion constantelas personas interesadas deberan realizar su postulacion unicamente a traves del sitio web wwwunividabo trabaja con nosotros las mismas seran recibidas mediante este portal hasta el lunes 28 de enero de 2019,Auxiliar Comercial - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711863/Auxiliar-Comercial---Tarija.html?searchId=1546400657&page=1
GRUPO EMPRESARIAL VALENCIA S.R.L.,711840,"Cochabamba, Bolivia",Logística y Almacén ,No Declarado ,25 Enero 2019,24 Febrero 2019,empresa dedicada a la fabricacion y distribucion de productos farmaceuticos naturales y alimenticios requiere incorporar a su equipo de trabajo un  encargado de almacen requisitos formacion de tecnico medio en contabilidad o similares manejo de excel office y realizacion de inventarios conocimiento del manejo de almacenes e inventarios  licencia de conducir de vehiculo  experiencia minima de 6 meses en almacen y conduciendo vehiculos capacidad de trabajo individual y en equipo disponibilidad inmediata presentar garantias reales  las competencias buscadas son responsabilidad compromiso proactividad trabajo en equipo buena organizacion y planificacion ganas de superacion y crecimiento profesional las personas interesadas que cumplen con los requisitos deberan enviar con referencia encargado de almacen carta de solicitud hoja de vida y pretension salarial por trabajopolisbo,Encargado(a) de Almacén,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711840/Encargado(a)-de-Almacén.html?searchId=1546400657&page=1
Banco Mercantil Santa Cruz S.A.,711820,"La Paz, Bolivia",Banca y Finanzas ,De Bs. 3.000 a Bs. 3.999 ,25 Enero 2019,24 Febrero 2019,si cuentas con vocacion de servicio al cliente capacidad para realizar una efectiva gestion de cobranza eres dinamico por lo que gustas del trabajo de campo y cuentas con habilidades de negociacionte invitamos a formar parte del area de cobranzas ejecutivo de cobranzas de campo tendras la oportunidad de realizar gestiones de cobro a fin de lograr la recuperacion y ejercer asesoramiento eficaz en nuestros clientes requisitos estudiante egresado o titulado en carreras administrativas financieras o comerciales antiguedad minima de 1 ano en el cargo actual conocimientos de aplicaciones microsoft office a nivel usuario se valorara positivamente experiencia en cobranza y recuperaciones beneficios que ofrecemosa traves de diversos programas de beneficios te ofrecemos la oportunidad de convertirte en un lider altamente preparado capacitaciones programas de certificacion y planes de carrera que impulsan tu ascenso posibilidad de cursar un mba exclusivo para funcionarios del banco en nuestras instalaciones en convenio con una universidad reconocida beneficios adicionales para las personas interesadas en gestionar su formacion academica no es un trabajo es una carrera las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) de Cobranzas de Campo,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711820/Ejecutivo(a)-de-Cobranzas-de-Campo.html?searchId=1546400657&page=1
Alianza Seguros S.A.,711836,"La Paz, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,25 Enero 2019,24 Febrero 2019,queremos atraer al mejor talento buscamos personas con habilidades para desarrollar sus competencias profesionales y empezar una carrera en el rubro asegurador personas con entusiasmo por los desafios con ambicion de exito con ganas de crecer personal y profesionalmenteestas listo para aceptar el desafio de pertenecer a una compania lider asistente comercialsede la paz descripcion general del objetivo del puestogarantizar que se cumplan los requisitos previos para la emision y renovacion de las polizas descripcion de funciones del puesto realizar y proceder a la emision de anexos de extraterritorialidad subrogacion notas de cobertura anexos modificatorios anexos de no subrogacion anexos de inclusiones y modificaciones o cualquier documento que sea necesario a fin de cumplir los procedimientos establecidos elaborar y cargar la documentacion emergente en el aura portal a fin de que el departamento de emision proceda segun corresponda reportando lo ejecutado solicitar y coordinar la instalacion del dispositivo srv si asi el vehiculo lo requiere solicitar la creacion o actualizacion de codigo para registro de datos en sistema velando por el orden correlativo del mismo llenar y registrar en sistema los tramites efectuados llevando control de los procesos asignados registrar en sistema las subrogaciones velando no se exceda el limite asegurado brindar atencion a los clientes solicitar documentos legales y vigentes para su registro y atender cualquier consulta o requerimiento que surja realizar mensualmente los anexos correspondientes a la liquidacion de transporte generando un reporte mensual del movimiento de las polizas a fin de remitirlo al area y a brokeres relacionados a los casos requisitos licenciado o egresado de ingenieria comercial administracion de empresas yo ramas afines experiencia laboral general de 1 ano preferentemente en cargos similares experiencia en procesos comerciales experiencia en manejo y analisis de documentacion si cumples con los requisitos postulate unicamente a traves de nuestra pagina web wwwalianzacombo y haz clic en trabaja con nosotros no somos una aseguradora mas para trabajar no somos una empresa mas donde desempenarte profesionalmente somos tu objetivo principal el que te inspira a sonar a aprender mas a hacer mas y a ser mejor somos mas que una compania que vende seguros somos una manera diferente de hacer lo que mas te gusta a cambio de estabilidad economica somos ese lugar donde tu crecimiento no tiene limites ese lugar donde trabajas mientras te diviertes unete ven y forma parte de una gran alianza con tu futuro,Asistente Comercial - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711836/Asistente-Comercial---La-Paz.html?searchId=1546400657&page=1
Alianza Seguros S.A.,711833,"La Paz, Bolivia",Administración y Oficina ,No Declarado ,25 Enero 2019,24 Febrero 2019,queremos atraer al mejor talento buscamos personas con habilidades para desarrollar sus competencias profesionales y empezar una carrera en el rubro asegurador personas con entusiasmo por los desafios con ambicion de exito con ganas de crecer personal y profesionalmenteestas listo para aceptar el desafio de pertenecer a una compania lider asistente de emisionsede la paz descripcion general del objetivo del puestoapoyar en todo el proceso de la emision de la poliza cumpliendo a cabalidad la cadena de procedimientos correspondientes descripcion de funciones del puesto revisar la documentacion presentada asi como formularios de solicitud de seguro velando cumpla con los requisitos establecidos por la compania verificar segun la solicitud el procedimiento y tratamiento que se dara a la solicitud revisando en cuadros la cobertura y cartilla de prima acorde a edad correspondiente proceder a emision de polizas incluyendo anexos modificatorios de inclusion de exclusion de subrogacion etc y registrar el proceso en sistema visual time previa creacion de codigo de registro proceder a la impresion de la poliza emitida garantizando la presentacion de una carpeta acorde a los estandares establecidos por la compania remitir la poliza a broker de manera digital o a cliente de manera fisica segun el caso corresponda previa aprobacion requisitos licenciado o egresado de ingenieria comercial administracion de empresas yo ramas afines experiencia laboral general minima de 1 ano preferentemente en cargos similares experiencia en atencion al cliente internoexterno conocimientos de gestion de recursos humanos manejo de microsoft office nivel intermedio  si cumples con los requisitos postulate unicamente a traves de nuestra pagina web wwwalianzacombo y haz clic en trabaja con nosotros no somos una aseguradora mas para trabajar no somos una empresa mas donde desempenarte profesionalmente somos tu objetivo principal el que te inspira a sonar a aprender mas a hacer mas y a ser mejor somos mas que una compania que vende seguros somos una manera diferente de hacer lo que mas te gusta a cambio de estabilidad economica somos ese lugar donde tu crecimiento no tiene limites ese lugar donde trabajas mientras te diviertes unete ven y forma parte de una gran alianza con tu futuro,Asistente de Emisión - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711833/Asistente-de-Emisión---La-Paz.html?searchId=1546400657&page=1
Empresa Consumo Masivo,711763,"La Paz, Bolivia",Marketing y Ventas ,No Declarado ,25 Enero 2019,24 Febrero 2019,somos una empresa multinacional con oficinas en las ciudades de santa cruz y la paz comercializamos marcas reconocidas mundialmentequieres ser parte de un equipo visionario en la ciudad de la paz te estamos buscando esta es tu oportunidad chofer  ruta provinciassede la paz requisitos disponibilidad para viajes constantes a las distintas provincias dos  anos de experiencia en cargos similares experiencia con el manejo de productos de consumo masivo licencia de conducir vigente  se ofreceel salario esta compuesto por una parte fija mas una parte variable comisiones a consecucion de objetivo de su equipo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Chofer – Ruta Provincias - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/711763/Chofer-–-Ruta-Provincias---La-Paz.html?searchId=1546400657&page=1
