Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
Banco Pyme Ecofuturo S.A.,708958,"La Paz, Bolivia",Informática ,No Declarado ,21 Enero 2019,20 Febrero 2019,analista de mesa de ayudaoficina nacional el objetivo del cargo esejecutar los planes y procesos de mesa de ayuda para la atencion de los requerimientos de usuarios finales en recursos tecnologicos tanto hardware software y comunicaciones en cumplimiento dela normativa vigente con la finalidad de garantizar el logro de los resultados establecidos para su cargo en contribucion a los objetivos del area requisitos profesionales titulados de la carrera de informatica o ingenieria de sistemas experiencia minima de dos anos en programacion de aplicaciones web y moviles cargos se valorara experiencia en entidades financieras los conocimientos requeridos son net c visual basic javascript y angular sql sever mysql conocimiento de desarrollo de servicios web utilizando soap y rest asi mismo en linux las competencias asociadas al cargo son analisis financiero pensamiento claro atencion a los detalles aprendizaje rapido y comunicacion efectiva proactividad e iniciativa trabajo en equipo proactividad e iniciativa  altos valores eticos y morales las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Analista de Mesa de Ayuda - Oficina Nacional,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708958/Analista-de-Mesa-de-Ayuda---Oficina-Nacional.html?searchId=1546400657&page=1
Banco Pyme Ecofuturo S.A.,708950,"Tarija, Bolivia",Banca y Finanzas ,No Declarado ,21 Enero 2019,20 Febrero 2019,cajerosucursal tarija  agencia yacuiba el objetivo del cargo esefectuar las operaciones transacciones de pago depositos retiro y cobranza de dinero solicitadas por los clientes usuarios brindando una atencion cordial y personalizada que garantice la calidad de servicio el cumplimiento de normas de seguridad y politicas internas requisitos tecnicos yo estudiantes de ultimos anos en carreras financieras experiencia minima de un ano en cargos de similar complejidad los conocimientos tecnicos requeridos para este cargo son normativa asfi no excluyente manejo de procesadores de palabras y hoja de calculos las competencias asociadas al cargo son atencion al cliente trabajo en equipo analisis y solucion de problemas capacidad de organizacion y planificacion proactividad e iniciativa altos valores eticos y morales las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Cajero(a) - Tarija,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708950/Cajero(a)---Tarija.html?searchId=1546400657&page=1
Grupo Venado,709161,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,21 Enero 2019,20 Febrero 2019,grupo venado empresa lider a nivel nacional requiere incorporar a su equipo de trabajo en la ciudad de santa cruz a un profesional para ocupar el cargo de  analista de comprasbase santa cruz objetivo del cargoejecutar los procesos de analisis de compras coordinando las actividades de dichos procesos y cumpliendo las politicas normas y procedimientos de la empresa a fin de garantizar la ejecucion oportuna de dotacion de materiales y equipos necesarios para el funcionamiento de la empresa principales funciones controla la recepcion de los requerimientos de compra de las areas solicitantes examina y analiza los requerimientos de compras ordenadas y clasificadas por materiales solicitados para determinar tipo de proveedor y cantidades a comprar ejecutar y gestionar las ordenes de compra aprobadas por la jefatura verifica y supervisa las solicitudes y recepcion de cotizaciones requisitos  formacion en ingenieria comercial administracion de empresas comercio exterior o ramas afines  manejo de excel a nivel avanzado  manejo de sistema sap  ingles intermedio  conocimientos especificos y experiencia conocimiento de la ley general de aduanas experiencia en compras e importaciones conocimiento de tramites aduanero experiencia en negociacion con proveedores  experiencia minima de 3 anos en cargos de similar responsabilidad  competencias negociacion iniciativa compromiso planificacion y organizacion  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Analista de Compras - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709161/Analista-de-Compras---Santa-Cruz.html?searchId=1546400657&page=1
Talavera y Asociados,709176,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Atención al Cliente ",No Declarado ,19 Enero 2019,18 Febrero 2019,nuestro cliente una importante corporacion internacional del rubro industrial y comercial de consumo masivo lider en el mercado nacional busca integrar a su equipo de trabajo talentos de primer niveladministrador de tiendaobjetivo del cargosu objetivo sera supervisar controlar y garantizar una correcta administracion de la tienda debe realizar las tareas administrativas relacionadas al correcto funcionamiento de la tienda brindar soporte en la atencion al cliente asegurando una buena experiencia en la sala caja y consultas del clienterequisitos formacion en ingenieria comercial administracion de empresas o area relacionadas experiencia en el cargo minimo 1 ano en empresas de consumo masivo ventas yo almacenes haber supervisado equipos en atencion al cliente cajas y reposicion experiencia en control de inventarios y coordinacion con almacenesvaloramos liderazgo y supervision de equipos orientacion al cliente capacidad para resolver problemas habilidades para trabajar en varias tareas innovacion iniciativa y dinamismo organizacion y planificacionofrecemos oportunidad de desarrollar carrera profesional en una prestigiosa empresa remuneracion competitiva buen ambiente de trabajo y estabilidad laborallas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Administrador(a) de Tienda,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709176/Administrador(a)-de-Tienda.html?searchId=1546400657&page=1
Empresa Industrial,709111,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,Negociable ,19 Enero 2019,18 Febrero 2019,encargado de planta semilleraformacion academicaingeniero  tecnico agronomo o ramas afinesfunciones principales   planificar organizar y asegurar que la planta de silos trabaje eficientemente para el acopio de las distintas materia primas coordinar con el equipo de campo que negocia la compra de grano para saber la frecuencia en que van a llegar los camiones a descargar las materias primas coordinar todo lo que son trabajos operativos en el area de silos como ser pasar el grano por los equipo de limpieza para eliminar todo lo que es la arenilla y polvo verificar la humedad del grano para ver si va a entrar el proceso de secado y otras mas ser ordenado y programar la limpieza del area de silos y verificar bien los residuos elaborar reportes frecuentes a gerencia en cuanto a inventario y calidad del grano revision periodica de plagas otras tareas mascompetencias requeridas capacidad de manejar personas a su cargo conocer el manejo de equipos de una planta de silos detallista para evitar inconveniente e instrucciones de operacionesrequerimientos especificos experiencia de 2 anos como minimo en el manejo de equipo de silos manejo de office como ser tr4 word excellas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Encargado(a) de Planta Semillera,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709111/Encargado(a)-de-Planta-Semillera.html?searchId=1546400657&page=1
Empresa Industrial,709146,"Santa Cruz de la Sierra, Bolivia",Contabilidad y Economía ,De Bs. 3.000 a Bs. 3.999 ,19 Enero 2019,18 Febrero 2019,importante empresa agricolaagropecuaria requiere auxiliar de tesoreria descripcion del trabajo realizar la recaudacion de salida de efectivo e ingresos por venta controlar el efectivo entregado por los vendedores al sistema de recojo diario de la empresa registrar en el sistema todos los traspasos diarios de cada unidad movil del equipo comercial recepcionar y resguardar la documentacion realizar conciliaciones bancarias arque de caja pago de proveedores mediante el banco pago de sueldos mediante el banco transferencias bancarias requisitos formacion tecnica como perito contable egresado o estudiante de los ultimos semestres de contaduria publica financiera o ramas afines experiencia minima de 1 ano en el cargo deseable en empresas agricolas conocimiento del sistema tr4 dominio de los programas ms office las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar de Tesorería,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709146/Auxiliar-de-Tesorería.html?searchId=1546400657&page=1
Terciariza Consultoría,709157,"Santa Cruz de la Sierra, Bolivia",Logística y Almacén ,No Declarado ,19 Enero 2019,18 Febrero 2019,nuestro cliente una empresa comercial y de servicios en ingenieria y diseno de soluciones de eficiencia energetica busca contratar  auxiliar de logistica y almacenbase santa cruz su misionrealizar todo el proceso logistico de recepcion control almacenaje y entrega de equipos yo materiales asignados en la regional garantizando el cumplimiento de normas tiempos y objetivos establecidos por la empresa   perfil del cargo  profesional en ing industrial comercial adm empresas o carreras afines con experiencia laboral previa mayor a 2 anos en puestos de logistica o almacenes  con conocimiento y manejo de gestion operativa de logistica y almacenes elaboracion de informes y reportes control de inventarios programas informaticos microsoft office iso 9001 2015 y bpa  con alta capacidad de planificacion y organizacion  habil para coordinar y gestionar actividades proactivo diligente orientado al logro de objetivos y atencion al cliente  conduccion vehicular licencia categoria a los interesados en postular deben enviar su hoja de vida con pretension salarial  por trabajopolisbo solo seran contactados quienes cumplan con el perfil,Auxiliar de Logística y Almacén - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709157/Auxiliar-de-Logística-y-Almacén---Santa-Cruz.html?searchId=1546400657&page=1
HANNA INSTRUMENTS EQUIPOS BOLIVIA SRL,709166,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,19 Enero 2019,18 Febrero 2019,compania multinacional requiere ingeniero quimico para account manager tendra por objetivo la atencion y manejo de las cuentas asignadas desarrollando y rentabilizando las mismas con la finalidad de cumplir el presupuesto establecido de ventas numero de codigos y numero de clientes para el ano funciones y responsabilidades cumplir con la agenda de visita a clientes programada identificar los requisitos y necesidades de los clientes de la cartera asignada realizar venta consultiva a cartera de cliente asignada en terreno cumplir con agenda de reuniones entrega de informes y reportes proponer estrategias comerciales que permitan mejorar el posicionamiento de la marca y cumplir los objetivos de ventas desarrollar investigacion de mercados incluyendo analisis de sectores de la economia competencia y estudio por segmento liderar charlas de capacitacion a sus clientes asignados participar en la atencion de ferias comerciales y eventos organizados por la empresa suministrar informacion correcta y oportuna a los clientes durante los procesos de preventa y postventa atender y solucionar las quejas o reclamos que puedan presentar sus clientes se requiere experiencia en ventas industriales conocimiento en instrumentacion de analisis fisicoquimico conocimiento de procesos de tratamiento y potabilizacion de aguas buenas practicas de manufactura y haccp poseer habilidades comerciales  facilidad de comunicacion escrita y oral  el cargo requiere trasladarse entre las principales ciudades del paisella candidato puede tener residencia en la paz o santa cruz las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ingeniero(a) Químico(a) para Account Manager,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709166/Ingeniero(a)-Químico(a)-para-Account-Manager.html?searchId=1546400657&page=1
HANNA INSTRUMENTS EQUIPOS BOLIVIA SRL,709104,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,19 Enero 2019,18 Febrero 2019,empresa multinacional de comercializacion de instrumentacion analitica busca una persona para la vacante de asistente de ventas tecnicas requisitos tecnico profesional titulado en curso o universidad incompleta de ingenieria quimica o afines persona proactiva y dinamica experiencia en ventas o servicio al cliente  residencia en la ciudad de santa cruz objetivo del cargoapoyar el area comercial de nuestra empresa a traves de gestion de pedidos de clientes suministro de informacion de productos precios y promociones a clientes actualizacion de ficha de clientes tramitar documentacion para registro de proveedores asistir al area comercial apoyo en el desarrollo de actividades de marketing se ofrecesalario base mas bonificaciones por cumplimiento de objetivo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Ventas Técnicas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709104/Asistente-de-Ventas-Técnicas.html?searchId=1546400657&page=1
Natural English,708637,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,De Bs. 2.060 a Bs. 2.999 ,19 Enero 2019,18 Febrero 2019,proyectando el 2019 el departamento de recursos humanos de natural english busca incorporar a nuestro equipo de trabajo a ejecutivo comercialsede santa cruz requisitos indispensables formacion en ingenieria comercial comunicacion social psicologia administracion de empresas o ramas afines disponibilidad inmediata a tiempo completo facilidad de palabra trabajo en equipo capacidad de aprendizaje experiencia no necesario buena presentacion personal beneficios buen ambiente laboral excelentes ingresos economicos contrato de trabajo indefinido capacitacion segun el cargo a ocupar beneficios sociales traslados nacionales e internacionales  salario minimo nacional de bs 2060 las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Ejecutivo(a) Comercial - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708637/Ejecutivo(a)-Comercial---Santa-Cruz.html?searchId=1546400657&page=1
FAIR PLAY S.R.L.,709151,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,19 Enero 2019,18 Febrero 2019,fair play empresa comercial lider del mercado nacional desea incorporar para la ciudad de santa cruz un  encargado del bienestar del talento humano  buscamos personas con el siguiente perfilformacion academicatitulados en psicologia organizacional administracion de empresas o ramas afinescompetencias requeridas personas responsables con alto nivel de organizacion proactividad actitud positiva habilidad de comunicacion buenas relaciones interpersonales motivador e innovadorexperiencia experiencia minima de 2 anos en cargos similares funciones principales elaboracion y ejecucion de programas de capacitacion desarrollo de competencias de acuerdo a la necesidad de las areas manejo de programas de bienestar incentivos y recompensas al personal  generar y proponer soluciones que contemplen la integracion humana la creatividad la innovacion y la mejora continua dentro de los procesos de la organizacion manejo del clima laboral acciones de mejora implementacion y evaluacion continua manejo de area o programa de responsabilidad empresarial  elaboracion del sistema de evaluacion de desempeno administracion y ejecucion implementacion y gestion de estudios de comunicacion organizacional asesoramiento a gerencia en lo referente a las negociaciones colectivas y conflictos con los trabajadores requisitosdisponibilidad inmediata interesados favor presentar su hoja de vida con fotografia actualizada indicando su pretension salarial por trabajopolisbo,Encargado(a) del Bienestar del Talento Humano - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709151/Encargado(a)-del-Bienestar-del-Talento-Humano---Santa-Cruz.html?searchId=1546400657&page=1
EKE SRL,708652,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Contabilidad y Economía ",Dependiendo de la Experiencia ,19 Enero 2019,18 Febrero 2019,analista contabledescripcion general del objetivo del puestoencargado del manejo eficiente de las obligaciones contables que actualmente tiene la empresa a su vez de la conciliacion diaria entre compras y ventas como tambien de el monitoreo de las diferentes cuentas terciarias y empresariales  responsabilidades del puesto conciliacion de cuentas terciarias conciliacion de cuentas empresariales asistir al equipo de trabajo segun sea necesario  requisitos de formacion y experiencia titulado o egresado de carreras universitarias de administracion de empresas economia ingenieria comercial finanzas o contaduria publica idioma ingles avanzado escrito leido y hablado conocimientos solidos en microsoft excel  experiencia minima de trabajo en general 1 ano habilidades o competencias humanas organizacion habilidad analitica orientacion al cumplimiento de objetivos atencion al detalle actitud positiva organizacion y proactividad fuertes habilidades para resolver problemas excelente trabajo en equipo y habilidades interpersonales capacidad de realizar varias tareas al mismo tiempo organizar el flujo de trabajo para gestionar las responsabilidades diarias cumplir con los plazos y priorizar el trabajo  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Analista Contable,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708652/Analista-Contable.html?searchId=1546400657&page=1
NUTREX SRL,708939,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,19 Enero 2019,18 Febrero 2019,community managerbuscamos a una persona creativa y comunicativa que se encargue de gestionar las redes sociales la comunidad de seguidores y la comunicacion interna de la empresarequisitos conocimiento de diseno grafico estudios en comunicacion social manejo de paquetes office y programas de edicion de videos manejo de redes sociales y gestion de comunidades online trabajo en equipo disponibilidad inmediata persona dinamica responsable motivada y proactiva experiencia en atencion y captacion de nuevos clientes experiencia en seguimiento y cierre de ventas fluidez en la comunicacion buena ortografia capacidad de negociacion experiencia en ventaslas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Community Manager,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708939/Community-Manager.html?searchId=1546400657&page=1
NUTREX SRL,708895,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,19 Enero 2019,18 Febrero 2019,empresa importadora de productos veterinarios requieremedico veterinariorequisitos  titulo en provision nacional experiencia e interes en ponedoras comerciales dispuesto a trabajar en ventas dinamico y con iniciativa manejo de windows  office licencia de conducir disponibilidad inmediataofrecemos  excelentes condiciones de trabajo  capacitacion inmediataenviar su curriculum vitae documentado con fotografia actual indicando su pretension salarial por trabajopolisbo,Médico(a) Veterinario(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708895/Médico(a)-Veterinario(a).html?searchId=1546400657&page=1
Importante Empresa,709141,"Santa Cruz de la Sierra, Bolivia","Banca y Finanzas,Contabilidad y Economía ",No Declarado ,19 Enero 2019,18 Febrero 2019,importante empresa lider del sector de la comercializacion de insumos para el agro requiere contratar una persona para ocupar el cargo de jefe de creditos base santa cruz requisitos licenciatura areas financieras comerciales o legales especialidad en finanzas analisis y riesgo crediticio solidos conocimientos en normas crediticias experiencia de 3 anos en el area disponibilidad para desplazarse al campo principales funciones facilitar informacion a los solicitantes acerca de las politicas crediticias revisar y verificar las solicitudes de creditos que se realizan a traves de los asesores de ventas  revisar la documentacion presentada para el credito asegurandose de que todo lo que es dejado en garantia sea correcto capacitar al personal nuevo que ingresa sobre las politicas y requisitos sobre las aperturas de linea verificar y analizar el cruce de informacion de los solicitantes con la central de riesgos casas comerciales e industrias revisar las carpetas de clientes para aprobacion supervisar la entrega de los contratos para firmas de cliente y seguimiento al proceso en notaria e inscripciones yo gravamenes verificar que la garantia se registro en el sedag derechos reales verificar todas las ventas al credito que se realizan asesorar y realizar el proceso de refinanciamiento o ampliacion de creditos competencias y habilidades trabajo en equipo negociacion trabajo bajo presion atencion al detalle manejo de conflictos las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Jefe de Créditos - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709141/Jefe-de-Créditos---Santa-Cruz.html?searchId=1546400657&page=1
Notaria de Fe Publica,708984,"Santa Cruz de la Sierra, Bolivia",Legal y Asesoría ,De Bs. 2.060 a Bs. 2.999 ,19 Enero 2019,18 Febrero 2019,notaria de fe publica requiere incorporar un asistente de notaria requisitos egresado de derecho o que este cursando ultimo ano experiencia en notaria  conocimientos en redaccion conocimiento de paquetes de word y excel disponibilidad inmediata se ofreceestabilidad laboral y buen ambiente de trabajo los interesados deberan enviar su hoja de vida indicando su pretension salarial por trabajopolisbo,Asistente de Notaria,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708984/Asistente-de-Notaria.html?searchId=1546400657&page=1
ATC / Red Enlace,709127,"La Paz, Bolivia","Atención al Cliente,Marketing y Ventas ",No Declarado ,19 Enero 2019,18 Febrero 2019,asistente back officesede la pazobjetivo del cargodar soporte front para la atencion al cliente de cara a nuestros comercios y eifs solucionando los requerimientos y reclamos de nuestros clientes de la misma forma debe dar soporte a la operativa de los ejecutivos de venta y herramienta prformacion tecnico superior o equivalente en anos de estudio en areas comerciales de marketing relaciones publicas o afines cursos de especializacion en servicio al cliente o similares no excluyenteexperiencia laboralun ano en funciones relacionadas con atencion al cliente no excluyentelas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente Back Office - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709127/Asistente-Back-Office---La-Paz.html?searchId=1546400657&page=1
Industrias AJEBOLIVIA S.A.,709116,"Santa Cruz de la Sierra, Bolivia",Logística y Almacén ,No Declarado ,19 Enero 2019,18 Febrero 2019,industrias aje bolivia sa importante empresa lider en el rubro de bebidas carbonatadas jugos nectares y agua solicita para santa cruz  coordinador de transporte  distribucion mision del cargocoordinar controlar y ejecutar la planificacion de la distribucion en funcion de la demanda funciones principales controlar la disponibilidad de unidades de transporte garantizando la colocacion de producto garantizar el cumplimiento de plazos de entrega distribucion de productos y calidad en la logistica garantizar el deposito bancario o pago en efectivo diario de los transportistas asegurar que los proveedores de transportes cumplan los estandares de calidad impuestos por la empresa y garantizar el mantenimiento de las unidades en buen estado apoyar en todas las tareas encomendadas por el jefe inmediato de acuerdo a la necesidad requerida requisitos profesional en administracion de empresas ingenieria industrial o ramas afines conocimiento en programacion de despachos manejo de personal manejo de excel nivel intermedio manejo de erp experiencia minima de 1 ano en cargos similares  disponibilidad inmediata competencias iniciativa compromiso orientacion a resultados planeamiento y organizacion trabajo en equipo las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Coordinador(a) de Transporte - Distribución - Santa Cruz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709116/Coordinador(a)-de-Transporte---Distribución---Santa-Cruz.html?searchId=1546400657&page=1
ATC / Red Enlace,709125,"La Paz, Bolivia","Informática,Telecomunicaciones ",No Declarado ,19 Enero 2019,18 Febrero 2019,especialista administrador de bases de datos objetivo del cargoejecutar procesos para administrar las bases de datos de la empresa en el marco de la normativa vigente y de los estandares de las marcas internacionales con el fin de garantizar su correcto funcionamiento asi como la calidad y seguridad en el procesamiento y almacenamiento de la informacion formacion tecnico superior o equivalente en anos de estudio en carreras de informatica o ramas afines cursos de especializacion en administracion de bases de datos no excluyente experiencia laboralal menos un ano en funciones de administracion de bases de datos conocimientos administracion de bases de datos en sql server nivel avanzado db2 y oracle ingles tecnico nivel medio las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Especialista Administrador(a) de Bases de Datos,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709125/Especialista-Administrador(a)-de-Bases-de-Datos.html?searchId=1546400657&page=1
Universidad Privada Franz Tamayo,709076,"La Paz, Bolivia","Recursos Humanos,Sociales y Humanidades ",No Declarado ,19 Enero 2019,18 Febrero 2019,la universidad privada franz tamayo institucion con mas de 24 anos de experiencia en educacion superior requierecoordinador de apoyo estudiantilsede la pazrequisitos experiencia minima de 2 anos en cargos similares licenciado en psicologia amplios conocimientos y experiencia en procesos de orientacion vocacional aplicacion e interpretacion de pruebas e inventarios psicologicos experiencia en orientacion y consejeria experiencia de trabajo con jovenes excelentes habilidades de comunicacion y relacionamiento experiencia en supervision de personal y equipos de trabajoque ofrecemos formar parte de una universidad de alto prestigio formar parte de una universidad en constante crecimiento y que genera nuevos desafios ambiente agradable innovador en donde podras desarrollar tu potenciallas personas interesadas favor enviar su hoja de vida y una carta de presentacion incluyendo su pretension salarial por trabajopolisbo,Coordinador(a) de Apoyo Estudiantil - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/709076/Coordinador(a)-de-Apoyo-Estudiantil---La-Paz.html?searchId=1546400657&page=1
Univida S.A.,708973,"La Paz, Bolivia",Administración y Oficina ,No Declarado ,19 Enero 2019,17 Febrero 2019,analista legal corporativosede la pazref 102019ndeg de vacancias 1plazo indefinidoobjetivo del cargoatender los procesos de contratacion en los que participe la empresa para la adquisicion de bienes o prestacion de obras y servicios asi como aquellos en los que participe para ofertar sus productos de acuerdo a las politicas aprobadas por la empresa realizando la debida verificacion a los documentos legales presentados analizar atender y procesar la documentacion inherente a la representacion legal de la empresa precautelando su oportuna gestion y vigencia ademas del soporte legal relacionado a los temas corporativos de la empresarequisitosformacion titulo en provision nacional a nivel de licenciatura en derecho registro profesional en el ministerio de justicia registro en el colegio de abogados de bolivia o colegio de abogados departamental experiencia profesional experiencia profesional general de dos  anos experiencia profesional especifica de un  ano en procesos de contratacion estatal yo comercial o derecho comercial o derecho laboralconocimientos ley ndeg 1883 de seguros ley ndeg 2341 de procedimiento administrativo codigo de comercio normas de contratacion estatal normas laboralesperfil de competencias negociacion y manejo de conflictos tolerancia a la presion liderazgo pensamiento estrategico comunicacion interpersonallas personas interesadas deberan realizar su postulacion unicamente a traves del sitio web wwwunividabo trabaja con nosotros las mismas seran recibidas mediante este portal hasta el miercoles 23 de enero de 2019,Analista Legal Corporativo(a) - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708973/Analista-Legal-Corporativo(a)---La-Paz.html?searchId=1546400657&page=1
Kieffer y Asociados S.A. Corredores de Seguros,708937,"Santa Cruz de la Sierra, Bolivia",Administración y Oficina ,No Declarado ,19 Enero 2019,17 Febrero 2019,buscamos el mejor talento y queremos brindarte la oportunidad de desarrollar tus habilidades y fortalecer tus competencias si tu objetivo es poner en practica tus conocimientos vencer desafios y profesionalizarte kieffer  asociados corredores de seguros te invita a formar parte de nuestro equipo de trabajo y postularte para ejecutivo de siniestros automotores  descripcionatender y agilizar el buen desarrollo de la cartera de siniestros pendientes mediante el cierre periodico de los mismos y satisfaccion del cliente con estrategias y procedimientos basados en nuestro sustento tecnico y el conocimiento respectivo de cada caso competencias tecnicas licenciatura en administracion de empresas ingenieria comercial derecho yo ramas afines conocimiento de ofimatica a nivel avanzado habilitacion a la aps  experiencia en cargos similares por 1 o 2 anos conocimientos de ingles  competencias especificas actitud de servicio apego a normas comunicacion efectiva enfoque a resultados  organizacion solucion de problemas trabajo bajo presion te ofrecemos desarrollar al maximo tus habilidades y competencias logrando profesionales exitosos con un plan de desarrollo profesional cuidar de tu bienestar con beneficios de seguro medico privado velar por tu estabilidad laboral en un ambiente saludable y seguro si cumples con nuestras competencias y te sientes motivado para asumir este reto envianos tu curriculum vitae actualizado mas pretension salarial por trabajopolisbo,Ejecutivo(a) de Siniestros Automotores,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708937/Ejecutivo(a)-de-Siniestros-Automotores.html?searchId=1546400657&page=1
Empresa importante,708883,"Cochabamba, Bolivia","Administración y Oficina,Contabilidad y Economía ",No Declarado ,18 Enero 2019,17 Febrero 2019,empresa importante busca un supervisor de areasede cochabamba requisitos profesional en contaduria administracion o ramas afines experiencia de dos anos en cargos similares o relacionados experiencia en supervision y manejo personal solidos conocimientos en ofimatica word excel funciones principalesapoyar en el desarrollo supervision coordinacion control de actividades diarias y reportes caracteristicas personales creativo y dinamico con iniciativa e innovacion proactivo caracter emprendedor capacidad de liderazgo capacidad de planificacion y organizacion buenas relaciones interpersonales las personas interesadas y que cumplan con el perfil descrito deberan enviar su hoja de vida mas su carta de presentacion por trabajopolisbo nota los cvs se evaluaran de acuerdo al orden de llegada,Supervisor(a) de Área - Cochabamba,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708883/Supervisor(a)-de-Área---Cochabamba.html?searchId=1546400657&page=1
Motoland Importaciones S.A.,708644,"Santa Cruz de la Sierra, Bolivia",Contabilidad y Economía ,No Declarado ,18 Enero 2019,17 Febrero 2019,contador requisitos profesional en contaduria publica experiencia de 5 anos en el area comprobados conocimiento de sap  conocimientos de impuestos y obligaciones patronales principales funciones realizar registros contables elaborar informes conciliacion bancaria conciliacion de cuentas por cobrar y pagar elaboracion de estados financieros llenado de formularios de impuestos y obligaciones patronales competencias personales requeridas capacidad de trabajar en equipo y bajo presion buenas relaciones interpersonales organizacion y dinamismo alta orientacion a resultados si cumples los requerimientos envia tu curriculum vitae senalando pretension salarial  por trabajopolisbo,Contador(a),https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/708644/Contador(a).html?searchId=1546400657&page=1
